,domain,url,label
106,pckuwait.com,https://www.pckuwait.com/product/asus-rog-claymore-rgb-mechanical-gaming-keyboard-detachable-numpad-aura-sync-cherry-mx-rgb-switches/,1
107,pckuwait.com,https://www.pckuwait.com/product/wd-4tb-passport-external-portable-hard-drives-western-digital/,1
108,pckuwait.com,https://www.pckuwait.com/product/hyperx-alloy-elite-rgb-mechanical-gaming-keyboard-clicky-cherry-mx-blue-anti-ghosting-hx-kb2bl2-usr2/,1
109,pckuwait.com,https://www.pckuwait.com/product/hp-24-aio-i5-7200u-8gb-ram-1tb-sshd8gb-flash-2gb-vga-920mx-23-8-inch-touchscreen-one-desktop-white-24-e000ne/?share=email&nb=1,1
110,pckuwait.com,https://www.pckuwait.com/product-category/led-monitor-projector/,0
111,pckuwait.com,https://www.pckuwait.com/product-category/computer-server/alfa-gaming-pc/,0
112,pckuwait.com,https://www.pckuwait.com/product-category/bundle-offer-stock-clearance/?add-to-cart=10739,0
113,pckuwait.com,https://www.pckuwait.com/?add-to-cart=10521,0
114,pckuwait.com,https://www.pckuwait.com/product-category/computer-parts/graphic-cards/,0
115,pckuwait.com,https://www.pckuwait.com/product-category/bundle-offer-stock-clearance/,0
116,pckuwait.com,https://www.pckuwait.com/checkout/,0
117,pckuwait.com,https://www.pckuwait.com/product-category/computer-parts/graphic-cards/?add-to-cart=9939,0
118,pckuwait.com,https://www.pckuwait.com/contact/,0
119,pckuwait.com,https://www.pckuwait.com/product/wd-2tb-passport-x-gaming-storage/?add-to-cart=10703,0
120,furlenco.com,https://www.furlenco.com/package-groups/kids-open-storage-dancing-ballerina-theme-297?tab_id=1765,1
121,furlenco.com,https://www.furlenco.com/package-groups/tv-washing-machine-fridge-microwave-combo-100?tab_id=499,1
122,furlenco.com,https://www.furlenco.com/package-groups/the-racer-s-kids-room-222?tab_id=1224,1
123,furlenco.com,https://www.furlenco.com/package-groups/the-everyday-retreat-84?tab_id=872,1
124,furlenco.com,https://www.furlenco.com/package-groups/ikat-voyage-325?tab_id=2007,1
125,furlenco.com,https://www.furlenco.com/package-groups/allen-single-bed-with-study-table-282?tab_id=1623,1
126,furlenco.com,https://www.furlenco.com/package-groups/peek-a-boo-kids-bed-dancing-ballerina-theme-290?tab_id=1754,1
127,furlenco.com,https://www.furlenco.com/package-groups/gardenia-5-seater-living-room-324?tab_id=1937,1
128,furlenco.com,https://www.furlenco.com/package-groups/allen-single-bedroom-281?tab_id=1622,1
129,furlenco.com,https://www.furlenco.com/package-groups/fridge-washing-machine-combo-85?tab_id=423,1
130,furlenco.com,https://www.furlenco.com/packages?tags[]=fab_rich,0
131,furlenco.com,https://www.furlenco.com/packages?tags[]=AWARD_WINNING,0
132,furlenco.com,https://www.furlenco.com/about-us,0
133,furlenco.com,https://www.furlenco.com/packages?tags[]=NEWLY_LAUNCHED,0
134,furlenco.com,https://www.furlenco.com/cart,0
135,furlenco.com,https://www.furlenco.com/how-it-works,0
136,furlenco.com,https://www.furlenco.com/packages?tags[]=popular,0
137,furlenco.com,https://www.furlenco.com/kids,0
138,furlenco.com,https://www.furlenco.com/packages?tags[]=STORAGE_COMBOS,0
139,furlenco.com,https://www.furlenco.com/packages?package_types[]=storage,0
140,clarks.in,https://www.clarks.in/Linvale-Jerica-8379.html,1
141,clarks.in,https://www.clarks.in/Grace-Lily-8228.html,1
142,clarks.in,https://www.clarks.in/Brixby-Shore-1670.html,1
143,clarks.in,https://www.clarks.in/Linvale-Jerica-8379.html,1
144,clarks.in,https://www.clarks.in/Form-Step-478.html,1
145,clarks.in,https://www.clarks.in/Amali-Ice-8298.html,1
146,clarks.in,https://www.clarks.in/Form-Step-478.html,1
147,clarks.in,https://www.clarks.in/Frisby-Fun-Jnr-502.html,1
148,clarks.in,https://www.clarks.in/Frisby-Fun-Jnr-502.html,1
149,clarks.in,https://www.clarks.in/Glement-Slip-8016.html,1
150,clarks.in,https://www.clarks.in/shoe-label-information,0
151,clarks.in,https://www.clarks.in/outlet/,0
152,clarks.in,https://www.clarks.in/size_guide,0
153,clarks.in,http://www.clarks.in/all-products/?q=sandals,0
154,clarks.in,http://www.clarks.in/Mens-Outlet/?size=5%252B,0
155,clarks.in,https://www.clarks.in/customer/store/location,0
156,clarks.in,http://www.clarks.in/catalog/?q=Form%20Step,0
157,clarks.in,http://www.clarks.in/Womens-AllStyles/Womens-Sandals/,0
158,clarks.in,http://www.clarks.in/Womens-AllStyles/NewArrivals/?q=smart,0
159,clarks.in,http://www.clarks.in/all-products/?gender=Boys--Girls&q=shoes&type=Trainers,0
160,shop4reebok.com,https://shop4reebok.com/reebok/#!product/B84039_dwoventank,1
161,shop4reebok.com,https://shop4reebok.com/reebok/#!product/CE7800_woractivchillslubtee,1
162,shop4reebok.com,https://shop4reebok.com/#product/CF7474_actenhbp24l,1
163,shop4reebok.com,https://shop4reebok.com/#product/BS6425_stylescape20s,1
164,shop4reebok.com,https://shop4reebok.com/#product/BD3230_clleathertdc,1
165,shop4reebok.com,https://shop4reebok.com/reebok/#!product/D93009_womensanksocks,1
166,shop4reebok.com,https://shop4reebok.com/reebok/#product/BK2499_osrunhandsolution,1
167,shop4reebok.com,https://shop4reebok.com/reebok/#product/CF7474_actenhbp24l,1
168,shop4reebok.com,https://shop4reebok.com/reebok/#!product/M46687_reebokventureflexquest,1
169,shop4reebok.com,https://shop4reebok.com/reebok/#product/B92315_wristweights-05kg,1
170,shop4reebok.com,https://shop4reebok.com/#category/Pag-50/No-0/facetPrice_d/All/_facet_.DIVISION_CATEGORY_ss:(%22CLOTHING%22)%20AND%20_facet_.GENDER_FACET_ss:(%22WOMEN%22),0
171,shop4reebok.com,https://shop4reebok.com/reebok/account/showAccount.do,0
172,shop4reebok.com,https://shop4reebok.com/reebok/#category/Pag-50/No-0/0/All/_facet_.SPORTS_ss:(%22RUNNING%22),0
173,shop4reebok.com,https://shop4reebok.com/reebok/#category/Pag-50/No-0/0/All/_facet_.GENDER_FACET_ss:(%22BOYS%22%20OR%20%22GIRLS%22),0
174,shop4reebok.com,https://shop4reebok.com/reebok/#termsncondition,0
175,shop4reebok.com,https://shop4reebok.com/#search/Pag-60/No-0/0/All/NYLON,0
176,shop4reebok.com,https://shop4reebok.com/reebok/loadwishList.do,0
177,shop4reebok.com,https://shop4reebok.com/#category/Pag-60/No-0/0/All/allBrands_ss:(%22CLASSICS%22),0
178,shop4reebok.com,https://shop4reebok.com/reebok/#category/Pag-50/No-0/0/All/_facet_.DIVISION_CATEGORY_ss:(%22ACCESSORIES%22)%20AND%20_facet_.GENDER_FACET_ss:(%22WOMEN%22),0
179,shop4reebok.com,https://shop4reebok.com/,0
180,shopzerouv.com,https://www.shopzerouv.com/collections/polarized-sunglasses/products/full-wrap-around-protection-polarized-lens-sunglasses-goggles-8880,1
181,shopzerouv.com,https://www.shopzerouv.com/collections/womens-sunglasses-1/products/large-premium-design-matte-metal-aviator-sunglasses-61mm-a805#tab2,1
182,shopzerouv.com,https://www.shopzerouv.com/products/premium-oversize-round-clear-flat-lens-metal-aviator-glasses-c497,1
183,shopzerouv.com,https://www.shopzerouv.com/collections/womens-sunglasses-1/products/large-premium-design-matte-metal-aviator-sunglasses-61mm-a805,1
184,shopzerouv.com,https://www.shopzerouv.com/collections/accessories/products/oversize-sunglasses-heavy-duty-hard-shell-case-1005,1
185,shopzerouv.com,https://www.shopzerouv.com/products/premium-oversize-round-clear-flat-lens-metal-aviator-glasses-c497#tab2,1
186,shopzerouv.com,https://www.shopzerouv.com/collections/the-gift-shop/products/dc-comics-wonder-woman-liquid-reactive-umbrella,1
187,shopzerouv.com,https://www.shopzerouv.com/collections/childrens-eyewear/products/1920s-p3-dapper-vintage-inspired-round-sunglasses-8637,1
188,shopzerouv.com,https://www.shopzerouv.com/collections/deadstock-vintage-sunglasses?page=2,0
189,shopzerouv.com,https://www.shopzerouv.com/pages/zerouv-blog-collaboration,0
190,shopzerouv.com,https://www.shopzerouv.com/collections/vintage-inspired-eyewear?page=1,0
191,shopzerouv.com,https://www.shopzerouv.com/collections/mirrored-revo-lenses/mens,0
192,shopzerouv.com,https://www.shopzerouv.com/collections/valley-city-x-zerouv,0
193,shopzerouv.com,https://www.shopzerouv.com/collections/sports-eye-wear?page=3,0
194,shopzerouv.com,https://www.shopzerouv.com/collections/aviator-sunglasses/mens?page=2,0
195,shopzerouv.com,https://www.shopzerouv.com/collections/clear-lens-glasses,0
196,shopzerouv.com,https://www.shopzerouv.com/collections/cat-eye-sunglasses/womens,0
197,shopzerouv.com,https://www.shopzerouv.com/collections/aviator-sunglasses/mens?page=7,0
198,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/tailored-jacket_cod49398340ix.html,1
199,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/mid-length-dress_cod34870803wc.html,1
200,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/cage-sandal_cod11475232ae.html,1
201,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/knitwear_cod12180607df.html#dept=wkntwr,1
202,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/pants_cod42656339uu.html,1
203,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/sculpted-heel-boot_cod11245469dk.html,1
204,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/seasonal-scarf_cod46594290ar.html,1
205,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/19-box-bag_cod45407629hk.html#,1
206,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/tie_cod46481114sx.html,1
207,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/ring_cod50200921ul.html,1
208,alexandermcqueen.com,https://www.alexandermcqueen.com/experience/us/womens-springsummer-2018-campaign/,0
209,alexandermcqueen.com,https://www.alexandermcqueen.com/clientservice/us/contact-us/,0
210,alexandermcqueen.com,https://www.alexandermcqueen.com/Home/Index?siteCode=ALEXANDERMCQUEEN_US&gender=E&agerange=&department=&macroMarchio=&season=&cod10=&otherkey=true&missingYteleRuleRefinement=HomeSubdivision,0
211,alexandermcqueen.com,http://www.alexandermcqueen.com/,0
212,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/online/women/all-accessories,0
213,alexandermcqueen.com,https://www.alexandermcqueen.com/experience/en/aw18-womens-main/,0
214,alexandermcqueen.com,https://www.alexandermcqueen.com/us/Account/User/Login,0
215,alexandermcqueen.com,https://www.alexandermcqueen.com/experience/en/gifts-for-her/,0
216,alexandermcqueen.com,https://www.alexandermcqueen.com/experience/us/pre-autumnwinter-2018/#,0
217,alexandermcqueen.com,https://www.alexandermcqueen.com/us/alexandermcqueen/online/men/wallets-and-cardholders,0
218,6ku.com,https://www.6ku.com/products/planet-bike-red-zeppelin-inflator-head-only?variant=884198506500,1
219,6ku.com,https://www.6ku.com/products/6ku-fixie?variant=30461311876,1
220,6ku.com,https://www.6ku.com/products/shimano-dura-ace-track-cog-lockring-1-29-24-tpi-left-hand-thread?variant=749386956804,1
221,6ku.com,https://www.6ku.com/products/shimano-dura-ace-track-cog-lockring-1-29-24-tpi-left-hand-thread?variant=749386956804,1
222,6ku.com,https://www.6ku.com/products/6ku-wheel-45mm-32-holes-gold?variant=809839362052,1
223,6ku.com,https://www.6ku.com/products/6ku-wheel-45mm-32-holes-gold?variant=809839362052,1
224,6ku.com,https://www.6ku.com/products/topeak-wedge-aero-strap-on-md-bag?variant=8343486300207,1
225,6ku.com,https://www.6ku.com/products/avant-sports-15mm-pedal-wrench?variant=45721888452,1
226,6ku.com,https://www.6ku.com/products/seatpost-clamp?variant=52065464388,1
227,6ku.com,https://www.6ku.com/products/6ku-fixie-crankset?variant=37703255556,1
228,6ku.com,https://www.6ku.com/pages/become-a-6ku-dealer,0
229,6ku.com,https://www.6ku.com/collections/parts-accessories/pedals,0
230,6ku.com,https://www.6ku.com/pages/find-a-6ku-dealer,0
231,6ku.com,https://www.6ku.com/collections/bikes,0
232,6ku.com,https://www.6ku.com/collections/parts-accessories/handlebars,0
233,6ku.com,https://www.6ku.com/pages/6ku-about-us,0
234,6ku.com,https://www.6ku.com/collections/6ku-sale,0
235,6ku.com,https://www.6ku.com/pages/find-a-6ku-dealer,0
236,6ku.com,https://www.6ku.com/pages/6ku-shipping-terms,0
237,6ku.com,https://www.6ku.com/collections/parts-accessories/forks,0
238,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Propolis-Trap,1
239,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Brushy-Mountain-Smoker_2,1
240,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Nutrition-Labels-2-lb-Pk-100,1
241,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Heavy-Duty-Frame-Lifter-Hive-Tool,1
242,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Goatskin-Gloves,1
243,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Varroa-Testing-Kit,1
244,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Catch-the-Buzz-Bumper-Sticker_2,1
245,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/EC-1118-Premier-Cuvee-Wine-Yeast,1
246,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Bar-of-Lavender-Milk-Honey,1
247,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Fondant,1
248,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/craftsupplies/meadandwinesupplies,0
249,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/beekeepingsupplies/nucswarmretrieval,0
250,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/craftsupplies/craftstarterkits/winekits,0
251,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/be-getting-started,0
252,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/Propolis-Trap/newReview,0
253,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/,0
254,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/beekeepingsupplies/educationaltools/educationalmaterials,0
255,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/bee-educated,0
256,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/cookie-policy,0
257,brushymountainbeefarm.com,https://www.brushymountainbeefarm.com/beekeepingsupplies,0
258,elixinol.com,https://elixinol.com/?p=793,1
259,elixinol.com,https://elixinol.com/product/hemp-oil-liposomes-300-citrus-twist/,1
260,elixinol.com,https://elixinol.com/product/cbd-lip-balm/,1
261,elixinol.com,https://elixinol.com/product/cbd-hemp-balm/,1
262,elixinol.com,https://elixinol.com/product/cbd-lip-balm/,1
263,elixinol.com,https://elixinol.com/product/cbd-oil-600mg-respira-grape-mint/,1
264,elixinol.com,https://elixinol.com/product/hemp-seeds-8oz/,1
265,elixinol.com,https://elixinol.com/product/hemp-oil-drops-3600mg-cbd-natural/,1
266,elixinol.com,https://elixinol.com/product/cbd-capsules/,1
267,elixinol.com,https://elixinol.com/product/x-pen/,1
268,elixinol.com,https://elixinol.com/product/category/tinctures/,0
269,elixinol.com,https://elixinol.com/product/category/wholefood/,0
270,elixinol.com,https://elixinol.com/join-mailing-list/,0
271,elixinol.com,https://elixinol.com/my-account/,0
272,elixinol.com,https://elixinol.com/blog/5-ways-recover-faster-from-workout/,0
273,elixinol.com,https://elixinol.com/news/,0
274,elixinol.com,https://elixinol.com/product/category/liposomes/,0
275,elixinol.com,https://elixinol.com/highest-quality/,0
276,elixinol.com,https://elixinol.com/?p=623,0
277,elixinol.com,https://elixinol.com/product/category/oral-applicators/,0
278,glorycycles.com,https://glorycycles.com/cane-creek-eewings-titanium-crank/,1
279,glorycycles.com,https://glorycycles.com/enve-ses-3-4-disc-clincher-rim-set/,1
280,glorycycles.com,https://glorycycles.com/wilier-cento-1-sr-down-tube-plate-mechanical/,1
281,glorycycles.com,https://glorycycles.com/k-edge-race-mount-for-pro-vibe-stem/,1
282,glorycycles.com,https://glorycycles.com/dura-ace-35mm-carbon-tubular-wheelset-wh-9000-c35-tu/,1
283,glorycycles.com,https://glorycycles.com/wilier-cento-10-air-downtube-plate-for-di2-or-mechanical-w-regular-bar/,1
284,glorycycles.com,https://glorycycles.com/colnago-v2-r-frameset-disc-brake-tnmr/,1
285,glorycycles.com,https://glorycycles.com/enve-ses-7-8-carbon-clincher-rim-set/,1
286,glorycycles.com,https://glorycycles.com/pro-vibe-aero-carbon-handlebar-2018/,1
287,glorycycles.com,https://glorycycles.com/look-765-optimum-disc-shimano-105-bike-2018/,1
288,glorycycles.com,https://glorycycles.com/brands/Wilier-.html,0
289,glorycycles.com,https://glorycycles.com/contact-us-1/,0
290,glorycycles.com,https://glorycycles.com/accessories/,0
291,glorycycles.com,https://glorycycles.com/brands/Look.html,0
292,glorycycles.com,https://glorycycles.com/brands/Enve.html,0
293,glorycycles.com,https://glorycycles.com/search.php?search_query=ibis&section=product&_bc_fsnf=1&Model=Hakka+MX,0
